compatibility_id,stroller_brand,stroller_model,car_seat_brand,car_seat_model,production_compatibility_type,audit_action,audit_confidence,reason,evidence_type,source_type,manufacturer_source_url,source_name,source_date,compatibility_type,adapter_required,adapter_status,adapter_name,adapter_sku,adapter_url,adapter_generation,adapter_revision,compatibility_position,max_infant_car_seats,notes,consumer_compatibility_status,consumer_status_basis,lineage_anchor_model,lineage_source_url,lineage_hypothesis_type,lineage_anchor_compatibility_id
bob-revolution-flex-3__nuna-pipa-rx,BOB,Revolution Flex 3.0,Nuna,PIPA RX,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/cybex-maxi-cosi-nuna-single-infant-car-seat-adapter-2021,BOB Single Cybex/Maxi-Cosi/Nuna adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmr0r9uqx001vrvv02zml7tq5,BOB,Revolution Flex 3.0,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/cybex-maxi-cosi-nuna-single-infant-car-seat-adapter-2021,BOB Single Cybex/Maxi-Cosi/Nuna adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmrjwafcp0022y3w4vhh51q2w,BOB,Revolution Flex 3.0,Peg Perego,Primo Viaggio 4-35,ADAPTER,KEEP_UPDATE,HIGH,On BOB BOB Single Peg Perego adapter (S12045500) exact list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/single-jogging-stroller-adapter-peg-perego-infant-car-seats,BOB Single Peg Perego adapter,January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Single Peg Perego adapter,S12045500,https://www.bobgear.com/accessories/single-jogging-stroller-adapter-peg-perego-infant-car-seats,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/single-jogging-stroller-adapter-peg-perego-infant-car-seats,NONE,
cmrjwafcq0026y3w4cr6dxjgh,BOB,Revolution Flex 3.0,Peg Perego,Primo Viaggio Lounge,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/single-jogging-stroller-adapter-peg-perego-infant-car-seats,BOB Single Peg Perego adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrjwafcq0024y3w4v9f7s7ne,BOB,Revolution Flex 3.0,Peg Perego,Primo Viaggio Nido,ADAPTER,KEEP_UPDATE,HIGH,On BOB BOB Single Peg Perego adapter (S12045500) exact list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/single-jogging-stroller-adapter-peg-perego-infant-car-seats,BOB Single Peg Perego adapter,January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Single Peg Perego adapter,S12045500,https://www.bobgear.com/accessories/single-jogging-stroller-adapter-peg-perego-infant-car-seats,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/single-jogging-stroller-adapter-peg-perego-infant-car-seats,NONE,
bob-revolution-flex-3__uppababy-aria-v2,BOB,Revolution Flex 3.0,UPPAbaby,Aria V2,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/uppa-baby-single-infant-car-seat-adapter-2021,BOB Single UPPAbaby adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
bob-revolution-flex-3__uppababy-mesa-v3,BOB,Revolution Flex 3.0,UPPAbaby,Mesa V3,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/uppa-baby-single-infant-car-seat-adapter-2021,BOB Single UPPAbaby adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
bob-revolution-flex-duallie-3__britax-cypress-s,BOB,Revolution Flex 3.0 Duallie,Britax,Cypress S,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/britax/bob-duallie-infant-car-seats-adapter,BOB Duallie Britax adapter (legacy B-Safe only),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
bob-revolution-flex-duallie-3__britax-willow-s,BOB,Revolution Flex 3.0 Duallie,Britax,Willow S,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/britax/bob-duallie-infant-car-seats-adapter,BOB Duallie Britax adapter (legacy B-Safe only),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrmw9voo0001nxw1q70jryw9,BOB,Revolution Flex 3.0 Duallie,Britax,Willow SC,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/britax/bob-duallie-infant-car-seats-adapter,BOB Duallie Britax adapter (legacy B-Safe only),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrkx1ctx002u3k520a5or64n,BOB,Revolution Flex 3.0 Duallie,Chicco,KeyFit 30,ADAPTER,KEEP_UPDATE,HIGH,On BOB BOB Duallie Chicco adapter (S02984700) exact list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Duallie Chicco adapter,S02984700,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,NONE,
cmrkx1ctx002q3k52iwz7jgul,BOB,Revolution Flex 3.0 Duallie,Chicco,KeyFit 30 ClearTex,ADAPTER,KEEP_UPDATE,HIGH,On BOB BOB Duallie Chicco adapter (S02984700) exact list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Duallie Chicco adapter,S02984700,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,NONE,
cmrkx1ctx002s3k529r50tduj,BOB,Revolution Flex 3.0 Duallie,Chicco,KeyFit Max ClearTex,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrkx1cug00323k52xbmoe6qy,BOB,Revolution Flex 3.0 Duallie,Chicco,KeyFit Max Zip ClearLux,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrkx1cug00303k520siqriym,BOB,Revolution Flex 3.0 Duallie,Chicco,KeyFit Max Zip ClearTex,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrkwz1ml002g3k520yg6xok0,BOB,Revolution Flex 3.0 Duallie,Graco,GoMax,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,BOB Duallie Graco adapter (All SnugRide),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrkwz1mk00283k52isz2mylw,BOB,Revolution Flex 3.0 Duallie,Graco,SnugRide Lite LX,ADAPTER,KEEP_UPDATE,HIGH,"Graco snugride lite lx is a SnugRide model; BOB Graco adapter covers ""All SnugRide models"".",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,BOB Duallie Graco adapter (All SnugRide),January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Duallie Graco adapter (All SnugRide),S02984500,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,NONE,
cmrkwz1ml002b3k52clxryp5p,BOB,Revolution Flex 3.0 Duallie,Graco,SnugRide SnugFit,ADAPTER,KEEP_UPDATE,HIGH,"Graco snugride snugfit is a SnugRide model; BOB Graco adapter covers ""All SnugRide models"".",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,BOB Duallie Graco adapter (All SnugRide),January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Duallie Graco adapter (All SnugRide),S02984500,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,NONE,
cmrkwz1ml002e3k524cqzkhh8,BOB,Revolution Flex 3.0 Duallie,Graco,SnugRide SnugFit DLX,ADAPTER,KEEP_UPDATE,HIGH,"Graco snugride snugfit dlx is a SnugRide model; BOB Graco adapter covers ""All SnugRide models"".",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,BOB Duallie Graco adapter (All SnugRide),January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Duallie Graco adapter (All SnugRide),S02984500,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,NONE,
cmrkwz1ml002d3k52j60wsbdm,BOB,Revolution Flex 3.0 Duallie,Graco,SnugRide SnugFit LX,ADAPTER,KEEP_UPDATE,HIGH,"Graco snugride snugfit lx is a SnugRide model; BOB Graco adapter covers ""All SnugRide models"".",MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,BOB Duallie Graco adapter (All SnugRide),January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Duallie Graco adapter (All SnugRide),S02984500,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/graco-duallie-infant-car-seats-adapter,NONE,
cmr0r9uvk001xrvv06g9zoxqf,BOB,Revolution Flex 3.0 Duallie,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
bob-revolution-flex-duallie-3__nuna-pipa-aire-rx,BOB,Revolution Flex 3.0 Duallie,Nuna,PIPA Aire rx,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
bob-revolution-flex-duallie-3__nuna-pipa-rx,BOB,Revolution Flex 3.0 Duallie,Nuna,PIPA RX,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmr0r9v4l001zrvv0od0ywinm,BOB,Revolution Flex 3.0 Duallie,Nuna,PIPA urbn,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
bob-revolution-flex-duallie-3__uppababy-aria-v2,BOB,Revolution Flex 3.0 Duallie,UPPAbaby,Aria V2,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
bob-revolution-flex-duallie-3__uppababy-mesa-v3,BOB,Revolution Flex 3.0 Duallie,UPPAbaby,Mesa V3,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Revolution Flex 3.0 Duallie. BOB Duallie adapters exist only for Britax(legacy B-Safe)/Chicco/Graco — no Duallie adapter lists this seat.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/chicco-duallie-infant-car-seats-adapter,BOB Duallie Chicco adapter,January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
bob-wayfinder__britax-cypress-s,BOB,Wayfinder,Britax,Cypress S,ADAPTER,KEEP_UPDATE,HIGH,On BOB BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax) (S14664700) exact list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),S14664700,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,NONE,
bob-wayfinder__britax-willow-s,BOB,Wayfinder,Britax,Willow S,ADAPTER,KEEP_UPDATE,HIGH,On BOB BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax) (S14664700) exact list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),S14664700,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,NONE,
cmqx6t1se000314fc5yv3sc3u,BOB,Wayfinder,Britax,Willow SC,ADAPTER,KEEP_UPDATE,HIGH,On BOB BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax) (S14664700) exact list for this chassis.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,ADAPTER,true,SOLD_SEPARATELY,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),S14664700,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,,,,,,COMPATIBLE_WITH_ADAPTER,MANUFACTURER_EXACT,,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,NONE,
cmrjwdrt3002uy3w4lbyj71bs,BOB,Wayfinder,Clek,Liing,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. BOB makes no Clek adapter.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrjwdrtj0030y3w4md3dnh6b,BOB,Wayfinder,Clek,Liingo,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. BOB makes no Clek adapter.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrjwdrt4002wy3w4ezfrd46r,BOB,Wayfinder,Cybex,Aton G2,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmrjwdrt3002sy3w493hrt9jm,BOB,Wayfinder,Cybex,Aton G2 Swivel,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SUCCESSOR_SAME_INTERFACE,
cmrjwdrtj0032y3w4pv2io7m5,BOB,Wayfinder,Cybex,Cloud G Pro Comfort Extend,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmrjwdrtj002yy3w48lda0qd5,BOB,Wayfinder,Cybex,Cloud T,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmrjwcj8z002iy3w4rudqzbf8,BOB,Wayfinder,Maxi-Cosi,Ambra,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmrjwcj8y002gy3w4scj1vd4h,BOB,Wayfinder,Maxi-Cosi,Mico Luxe,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmrjwcj840028y3w4onrfoaiw,BOB,Wayfinder,Maxi-Cosi,Mico Pro,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
cmrjwcj91002ky3w4469aevrm,BOB,Wayfinder,Maxi-Cosi,Peri 180,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,NONE,
cmr0r9v940021rvv0wo7om23u,BOB,Wayfinder,Nuna,PIPA Aire,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
bob-wayfinder__nuna-pipa-aire-rx,BOB,Wayfinder,Nuna,PIPA Aire rx,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
bob-wayfinder__nuna-pipa-rx,BOB,Wayfinder,Nuna,PIPA RX,ADAPTER,REMOVE,HIGH,Not on BOB's exact adapter list for Wayfinder. Newer/again-named seat not enumerated on the current chart.,MANUFACTURER_EXACT_MODEL,MANUFACTURER_EXACT_MODEL,https://www.bobgear.com/accessories/wayfinder-universal-infant-car-seat-adapter,BOB Wayfinder adapter (Nuna/Cybex/Maxi-Cosi/Britax),January 2025,,,,,,,,,,,,UNKNOWN,NONE,,,SUSPECTED_SHARED_ATTACHMENT_PLATFORM,
